Group	Authors	Title	Practical	Article/Google	Email Sent	Email Reply	Build Results	Database Entry	Build Notes
SOSP'11	Michael P. Mesnier, Feng Chen, Tian Luo, Jason B. Akers	Differentiated storage services	Practical	-	Email sent	Replied no	-	data/sosp11_MesnierCLA11_data.txt	-
SOSP'11	James Mickens, Mohan Dhawan	Atlantis: robust, extensible execution environments for web applications	Practical	-	Email sent	Replied no	-	data/sosp11_MickensD11_data.txt	-
SOSP'11	Diego Ongaro, Stephen M. Rumble, Ryan Stutsman, John K. Ousterhout, Mendel Rosenblum	Fast crash recovery in RAMCloud	Practical	Link from google	Not sent	-	Build fails	data/sosp11_OngaroRSOR11_data.txt	data/sosp11_OngaroRSOR11_build.txt
SOSP'11	Raluca A. Popa, Catherine M. S. Redfield, Nickolai Zeldovich, Hari Balakrishnan	CryptDB: protecting confidentiality with encrypted query processing	Practical	Link from paper	Not sent	-	Build fails	data/sosp11_PopaRZB11_data.txt	data/sosp11_PopaRZB11_build.txt
SOSP'11	Christopher J. Rossbach, Jon Currey, Mark Silberstein, Baishakhi Ray, Emmett Witchel	PTask: operating system abstractions to manage GPUs as compute devices	Practical	-	Not sent	-	-	data/sosp11_RossbachCSRW11_data.txt	-
SOSP'11	Emin Gun Sirer, Willem de Bruijn, Patrick Reynolds, Alan Shieh, Kevin Walsh, Dan Williams, Fred B. Schneider	Logical attestation: an authorization architecture for trustworthy computing	Practical	Link from google	Not sent	-	Builds	data/sosp11_SirerBRSWWS11_data.txt	data/sosp11_SirerBRSWWS11_build.txt
SOSP'11	Yair Sovran, Russell Power, Marcos K. Aguilera, Jinyang Li	Transactional storage for geo-replicated systems	Practical	-	Email sent	Replied yes	Build fails	data/sosp11_SovranPAL11_data.txt	data/sosp11_SovranPAL11_build.txt
SOSP'11	Kaushik Veeraraghavan, Peter M. Chen, Jason Flinn, Satish Narayanasamy	Detecting and surviving data races using complementary schedules	Practical	-	Not sent	-	-	data/sosp11_VeeraraghavanCFN11_data.txt	-
SOSP'11	Xiao Ma, Jing Zheng, Yuanyuan Zhou, Lakshmi N. Bairavasundaram, Shankar Pasupathy, Zuoning Yin	An empirical study on configuration errors in commercial and open source systems	Theoretical	-	-	-	-	data/sosp11_YinMZZBP11_data.txt	-
SOSP'11	Fengzhe Zhang, Jin Chen, Haibo Chen, Binyu Zang	CloudVisor: retrofitting protection of virtual machines in multi-tenant cloud with nested virtualization	Practical	-	Email sent	Replied no	-	data/sosp11_ZhangCCZ11_data.txt	-
SOSP'11	Wenchao Zhou, Qiong Fei, Arjun Narayan, Andreas Haeberlen, Boon Thau Loo, Micah Sherr	Secure network provenance	Practical	-	Email sent	Replied no	-	data/sosp11_ZhouFNHLS11_data.txt	-
VLDB'12	Michael Armbrust, Kristal Curtis, Tim Kraska, Armando Fox, Michael J. Franklin, David A. Patterson	PIQL: Success-Tolerant Query Processing in the Cloud	Practical	Link from google	Not sent	-	Builds	data/vldb12_ArmbrustCKFFP11_data.txt	data/vldb12_ArmbrustCKFFP11_build.txt
VLDB'12	Graham Cormode, Justin Thaler, Ke Yi	Verifying Computations with Streaming Interactive Proofs	Practical	-	Email sent	Replied yes	Builds	data/vldb12_CormodeTY11_data.txt	data/vldb12_CormodeTY11_build.txt
VLDB'12	Daniel Fabbri, Kristen LeFevre	Explanation-Based Auditing	Practical	-	Email sent	Replied no	-	data/vldb12_FabbriL11_data.txt	-
VLDB'12	Georgios John Fakas, Zhi Cai, Nikos Mamoulis	Size-l Object Summaries for Relational Keyword Search	Practical	Link from google	Not sent	-	Build fails	data/vldb12_FakasCM11_data.txt	data/vldb12_FakasCM11_build.txt
VLDB'12	Lujun Fang, Anish Das Sarma, Cong Yu, Philip Bohannon	REX: Explaining Relationships between Entity Pairs	Practical	-	Email sent	Replied no	-	data/vldb12_FangSYB11_data.txt	-
VLDB'12	Francois Goasdoue, Konstantinos Karanasos, Julien Leblay, Ioana Manolescu	View Selection in Semantic Web Databases	Practical	-	Email sent	Replied yes	Build fails	data/vldb12_GoasdoueKLM11_data.txt	data/vldb12_GoasdoueKLM11_build.txt
VLDB'12	Amit Goyal, Francesco Bonchi, Laks V. S. Lakshmanan	A Data-Based Approach to Social Influence Maximization	Practical	Link from paper	Not sent	-	Builds	data/vldb12_GoyalBL11_data.txt	data/vldb12_GoyalBL11_build.txt
VLDB'12	Christopher Hoobin, Simon J. Puglisi, Justin Zobel	Relative Lempel-Ziv Factorization for Efficient Storage and Retrieval of Web Collections	Practical	Link from google	Not sent	-	Builds	data/vldb12_HoobinPZ11_data.txt	data/vldb12_HoobinPZ11_build.txt
VLDB'12	Jeffrey Jestes, Ke Yi, Feifei Li	Building Wavelet Histograms on Large Data in MapReduce	Practical	Link from google	Not sent	-	Build fails	data/vldb12_JestesYL11_data.txt	data/vldb12_JestesYL11_build.txt
VLDB'12	Jens Kruger, Changkyu Kim, Martin Grund, Nadathur Satish, David Schwalb, Jatin Chhugani, Hasso Plattner, Pradeep Dubey, Alexander Zeier	Fast Updates on Read-Optimized Databases Using Multi-Core CPUs	Practical	-	Email sent	No response	-	data/vldb12_KruegerKGSSCPDZ11_data.txt	-
VLDB'12	Guoliang Li, Dong Deng, Jiannan Wang, Jianhua Feng	PASS-JOIN: A Partition-based Method for Similarity Joins	Practical	Link from google	Not sent	-	Builds	data/vldb12_LiDWF11_data.txt	data/vldb12_LiDWF11_build.txt
VLDB'12	Dan Lin, Christian S. Jensen, Rui Zhang, Lu Xiao, Jiaheng Lu	A MovingObject Index for Efficient Query Processing with Peer-Wise Location Privacy	Practical	-	Email sent	Replied yes	Builds	data/vldb12_LinJZXL11_data.txt	data/vldb12_LinJZXL11_build.txt
VLDB'12	Guimei Liu, Haojun Zhang, Limsoon Wong	Controlling False Positives in Association Rule Mining	Practical	-	Email sent	Replied no	-	data/vldb12_LiuZW11_data.txt	-
VLDB'12	Essam Mansour, Amin Allam, Spiros Skiadopoulos, Panos Kalnis	ERA: Efficient Serial and Parallel Suffix Tree Construction for Very Long Strings	Practical	Link from google	Not sent	-	Builds	data/vldb12_MansourASK11_data.txt	data/vldb12_MansourASK11_build.txt
VLDB'12	Adam Marcus, Eugene Wu, David R. Karger, Samuel Madden, Robert C. Miller	Human-powered Sorts and Joins	Practical	-	Email sent	Replied no	-	data/vldb12_MarcusWKMM11_data.txt	-
VLDB'12	Thanh Hoang Nguyen, Viviane Moreira, Huong Nguyen, Hoa Nguyen, Juliana Freire	Multilingual Schema Matching for Wikipedia Infoboxes	Practical	-	Email sent	No response	-	data/vldb12_NguyenMNNF11_data.txt	-
VLDB'12	Andrew Pavlo, Evan P. C. Jones, Stanley B. Zdonik	On Predictive Modeling for Optimizing Transaction Execution in Parallel OLTP Systems	Practical	-	Email sent	Replied yes	Builds	data/vldb12_PavloJZ11_data.txt	data/vldb12_PavloJZ11_build.txt
VLDB'12	Rani Qumsiyeh, Maria Soledad Pera, Yiu-Kai Ng	Generating Exact- and Ranked Partially-Matched Answers to Questions in Advertisements	Practical	-	Email sent	No response	-	data/vldb12_QumsiyehPN11_data.txt	-
VLDB'12	Sayan Ranu, Ambuj K. Singh	Answering Top-k Queries Over a Mixture of Attractive and Repulsive Dimensions	Practical	-	Email sent	Replied no	-	data/vldb12_RanuS11_data.txt	-
VLDB'12	Hongchan Roh, Sanghyun Park, Sungho Kim, Mincheol Shin, Sang-Won Lee	B+-tree Index Optimization by Exploiting Internal Parallelism of Flash-based Solid State Drives	Practical	-	Email sent	Replied no	-	data/vldb12_RohPKSL11_data.txt	-
VLDB'12	Brian E. Ruttenberg, Ambuj K. Singh	Indexing the Earth Mover's Distance Using Normal Distributions	Practical	Link from google	Not sent	-	Build fails	data/vldb12_RuttenbergS11_data.txt	data/vldb12_RuttenbergS11_build.txt
VLDB'12	Fabian M. Suchanek, Serge Abiteboul, Pierre Senellart	PARIS: Probabilistic Alignment of Relations, Instances,and Schema	Practical	Link from google	Not sent	-	Builds	data/vldb12_SuchanekAS11_data.txt	data/vldb12_SuchanekAS11_build.txt
VLDB'12	Yizhou Sun, Charu C. Aggarwal, Jiawei Han	Relation Strength-Aware Clustering of Heterogeneous Information Networks with Incomplete Attributes	Practical	-	Email sent	Replied yes	Builds	data/vldb12_SunAH12_data.txt	data/vldb12_SunAH12_build.txt
VLDB'12	Lingkun Wu, Xiaokui Xiao, Dingxiong Deng, Gao Cong, Andy Diwen Zhu, Shuigeng Zhou	Shortest Path and Distance Queries on Road Networks: An Experimental Evaluation	Practical	Link from paper	Not sent	-	Build fails	data/vldb12_WuXDCZZ12_data.txt	data/vldb12_WuXDCZZ12_build.txt
VLDB'12	Di Yang, Elke A. Rundensteiner, Matthew O. Ward	Summarization and Matching of Density-Based Clusters in Streaming Environments	Practical	-	Email sent	Replied yes	Builds	data/vldb12_YangRW11_data.txt	data/vldb12_YangRW11_build.txt
VLDB'12	Ning Zhang, Jun'ichi Tatemura, Jignesh M. Patel, Hakan Hacigumus	Towards Cost-Effective Storage Provisioning for DBMSs	Practical	-	Email sent	Replied no	-	data/vldb12_ZhangTPH11_data.txt	-
VLDB'12	Peixiang Zhao, Charu C. Aggarwal, Min Wang	gSketch: On Query Estimation in Graph Streams	Practical	-	Not sent	-	-	data/vldb12_ZhaoAW11_data.txt	-
VLDB'12	Manoj K Agarwal, Krithi Ramamritham, Manish Bhide	Real Time Discovery of Dense Clusters in Highly Dynamic Graphs: Identifying Real World Events in Highly Dynamic Environments	Practical	-	Email sent	Replied no	-	data/vldb12new_AgarwalRB12_data.txt	-
VLDB'12	Yanif Ahmad, Oliver Kennedy, Christoph Koch, Milos Nikolic	DBToaster: Higher-order Delta Processing for Dynamic, Frequently Fresh Views	Practical	Link from google	Not sent	-	Builds	data/vldb12new_AhmadKKN12_data.txt	data/vldb12new_AhmadKKN12_build.txt
VLDB'12	MartinaCezara Albutiu, Alfons Kemper, Thomas Neumann	Massively Parallel Sort-Merge Joins in Main Memory Multi-Core Database Systems	Practical	-	Email sent	No response	-	data/vldb12new_AlbutiuKN12_data.txt	-
VLDB'12	Ahmed M. Aly, Walid G. Aref, Mourad Ouzzani	Spatial Queries with Two kNN Predicates	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_AlyAO12_data.txt	data/vldb12new_AlyAO12_build.txt
VLDB'12	Yael Amsterdamer, Susan B. Davidson, Daniel Deutch, Tova Milo, Julia Stoyanovich	Putting Lipstick on Pig: Enabling Database-style Workflow Provenance	Practical	-	Not sent	-	-	data/vldb12new_AmsterdamerDDMST11_data.txt	-
VLDB'12	Albert Angel, Nick Koudas, Nikos Sarkas, Divesh Srivastava	Dense Subgraph Maintenance under Streaming Edge Weight Updates for Real-time Story Identification	Practical	-	Email sent	Replied no	-	data/vldb12new_AngelKSS12_data.txt	-
VLDB'12	Bahman Bahmani, Ravi Kumar, Sergei Vassilvitskii	Densest Subgraph in Streaming and MapReduce	Practical	-	Email sent	Replied no	-	data/vldb12new_BahmaniKV12_data.txt	-
VLDB'12	Bahman Bahmani, Benjamin Moseley, Andrea Vattani, Sergei Vassilvitskii, Ravi Kumar	Scalable K-Means++	Practical	-	Not sent	-	-	data/vldb12new_BahmaniMVKV12_data.txt	-
VLDB'12	Peter Bailis, Shivaram Venkataraman, Michael J. Franklin, Joseph M. Hellerstein, Ion Stoica	Probabilistically Bounded Staleness for Practical Partial Quorums	Practical	Link from paper	Not sent	-	Build fails	data/vldb12new_BailisVFHS12_data.txt	data/vldb12new_BailisVFHS12_build.txt
VLDB'12	Nurzhan Bakibayev, Dan Olteanu, Jakub Zavodny	FDB: A Query Engine for Factorised Relational Databases	Practical	-	Email sent	Replied no	-	data/vldb12new_BakibayevOZ12_data.txt	-
VLDB'12	Zhuowei Bao, Susan B. Davidson, Tova Milo	Labeling Workflow Views with Fine-Grained Dependencies	Practical	-	Email sent	Replied no	-	data/vldb12new_BaoDM12_data.txt	-
VLDB'12	Vince barany, Balder ten Cate, Martin Otto	Queries with Guarded Negation	Theoretical	-	-	-	-	data/vldb12new_BaranyCO12_data.txt	-
VLDB'12	Marina Barsky, Sangkyum Kim, Tim Weninger, Jiawei Han	Mining Flipping Correlations from Large Datasets with Taxonomies	Practical	-	Not sent	-	-	data/vldb12new_BarskyKWH11_data.txt	-
VLDB'12	Michael A. Bender, Martin FarachColton, Rob Johnson, Russell Kraner, Bradley C. Kuszmaul, Dzejla Medjedovic, Pablo Montes, Pradeep Shetty, Richard P. Spillane, Erez Zadok	Don't Thrash: How to Cache Your Hash on Flash	Practical	-	Email sent	Replied no	-	data/vldb12new_BenderFJKKMMSSZ12_data.txt	-
VLDB'12	Michael Benedikt, Pierre Bourhis, Clemens Ley	Querying Schemas With Access Restrictions	Theoretical	-	-	-	-	data/vldb12new_BenediktBL12_data.txt	-
VLDB'12	Nicole Bidoit-Tollu, Dario Colazzo, Federico Ulliana	Type-Based Detection of XML Query-Update Independence	Practical	-	Email sent	Replied no	-	data/vldb12new_Bidoit-TolluCU12_data.txt	-
VLDB'12	Lukas Blunschi, Claudio Jossen, Donald Kossmann, Magdalini Mori, Kurt Stockinger	SODA: Generating SQL for Business Users	Practical	-	Email sent	No response	-	data/vldb12new_BlunschiJKMS12_data.txt	-
VLDB'12	Paolo Boldi, Francesco Bonchi, Aristides Gionis, Tamir Tassa	Injecting Uncertainty in Graphs for Identity Obfuscation	Practical	Link from google	Not sent	-	Builds	data/vldb12new_BoldiBGT12_data.txt	data/vldb12new_BoldiBGT12_build.txt
VLDB'12	K Selcuk Candan, Rosaria Rossini, Maria Luisa Sapino, Xiaolan Wang	sDTW: Computing DTW Distances using Locally Relevant Constraints based on Salient Feature Alignments	Practical	-	Email sent	Replied no	-	data/vldb12new_CandanRSW12_data.txt	-
VLDB'12	Xin Cao, Lisi Chen, Gao Cong, Xiaokui Xiao	Keyword-aware Optimal Route Search	Practical	-	Not sent	-	-	data/vldb12new_CaoCCX12_data.txt	-
VLDB'12	Yu Cao, Chee-Yong Chan, Jie Li, Kian-Lee Tan	Optimization of Analytic Window Functions	Practical	-	Email sent	Replied no	-	data/vldb12new_CaoCLT12_data.txt	-
VLDB'12	Jianneng Cao, Panagiotis Karras	Publishing Microdata with a Robust Privacy Guarantee	Practical	-	Not sent	-	-	data/vldb12new_CaoK12_data.txt	-
VLDB'12	Caleb Chen Cao, Jieying She, Yongxin Tong, Lei Chen	Whom to Ask? Jury Selection for Decision Making Tasks on Micro-blog Services	Practical	-	Email sent	Replied no	-	data/vldb12new_CaoSTC12_data.txt	-
VLDB'12	Bogdan Cautis, Evgeny Kharlamov	Answering Queries using Views over Probabilistic XML: Complexity and Tractability	Theoretical	-	-	-	-	data/vldb12new_CautisK12_data.txt	-
VLDB'12	Alvin Cheung, Owen Arden, Samuel Madden, Andrew C. Myers	Automatic Partitioning of Database Applications	Practical	-	Not sent	-	-	data/vldb12new_CheungAMM12_data.txt	-
VLDB'12	Dong-Wan Choi, Chin-Wan Chung, Yufei Tao	A Scalable Algorithm for Maximizing Range Sum in Spatial Databases	Practical	-	Not sent	-	-	data/vldb12new_ChoiCT12_data.txt	-
VLDB'12	Pirooz Chubak, Davood Rafiei	Efficient Indexing and Querying over Syntactically Annotated Trees	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_ChubakR12_data.txt	data/vldb12new_ChubakR12_build.txt
VLDB'12	Michele Dallachiesa, Besmira Nushi, Katsiaryna Mirylenka, Themis Palpanas	Uncertain Time-Series Similarity: Return to the Basics	Practical	Link from google	Not sent	-	Build fails	data/vldb12new_DallachiesaNMP12_data.txt	data/vldb12new_DallachiesaNMP12_build.txt
VLDB'12	Nilesh Dalvi, Ashwin Machanavajjhala, Bo Pang	An Analysis of Structured Data on the Web	Theoretical	-	-	-	-	data/vldb12new_DalviMP12_data.txt	-
VLDB'12	Mahashweta Das, Saravanan Thirumuruganathan, Sihem AmerYahia, Gautam Das	Who Tags What? An Analysis Framework	Practical	-	Not sent	-	-	data/vldb12new_DasTADY12_data.txt	-
VLDB'12	Tamraparni Dasu, Ji Meng Loh	Statistical Distortion: Consequences of Data Cleaning	Practical	-	Email sent	No response	-	data/vldb12new_DasuL12_data.txt	-
VLDB'12	Jens Dittrich, Stefan Richter, Jorge-Arnulfo Quiane-Ruiz, Stefan Schuh, Alekh Jindal, Jorg Schad	Only Aggressive Elephants are Fast Elephants	Practical	-	Email sent	Replied no	-	data/vldb12new_DittrichQRSJS12_data.txt	-
VLDB'12	Iman Elghandour, Ashraf Aboulnaga	ReStore: Reusing Results of MapReduce Jobs	Practical	-	Email sent	Replied no	-	data/vldb12new_ElghandourA12_data.txt	-
VLDB'12	Dora Erdos, Vatche Ishakian, Andrei Lapets, Evimaria Terzi, Azer Bestavros	The Filter-Placement Problem and its Application to Minimizing Information Multiplicity	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_ErdosILTB12_data.txt	data/vldb12new_ErdosILTB12_build.txt
VLDB'12	Stephan Ewen, Kostas Tzoumas, Moritz Kaufmann, Volker Markl	Spinning Fast Iterative Data Flows	Practical	-	Not sent	-	-	data/vldb12new_EwenTKM12_data.txt	-
VLDB'12	Ju Fan, Guoliang Li, Lizhu Zhou, Shanshan Chen, Jun Hu	SEAL: Spatio-Textual Similarity Search	Practical	-	Email sent	No response	-	data/vldb12new_FanLZCH12_data.txt	-
VLDB'12	Wenfei Fan, Xin Wang, Yinghui Wu	Performance Guarantees for Distributed Reachability Queries	Practical	-	Email sent	Replied no	-	data/vldb12new_FanWW12_data.txt	-
VLDB'12	Robert Fink, Larisa Han, Dan Olteanu	Aggregation in Probabilistic Databases via Knowledge Compilation	Practical	-	Not sent	-	-	data/vldb12new_FinkHO12_data.txt	-
VLDB'12	Yasuhiro Fujiwara, Makoto Nakatsuji, Makoto Onizuka, Masaru Kitsuregawa	Fast and Exact Top-k Search for Random Walk with Restart	Practical	-	Email sent	Replied no	-	data/vldb12new_FujiwaraNOK12_data.txt	-
VLDB'12	Florian Funke, Alfons Kemper, Thomas Neumann	Compacting Transactional Data in Hybrid OLTP {\&}amp; OLAP Databases	Practical	-	Not sent	-	-	data/vldb12new_FunkeKN12_data.txt	-
VLDB'12	Jun Gao, Ruoming Jin, Jiashuai Zhou, Jeffrey Xu Yu, Xiao Jiang, Tengjiao Wang	Relational Approach for Shortest Path Discovery over Large Graphs	Practical	-	Not sent	-	-	data/vldb12new_GaoJZYJW11_data.txt	-
VLDB'12	Georgios Giannikis, Gustavo Alonso, Donald Kossmann	SharedDB: Killing One Thousand Queries With One Stone	Practical	-	Email sent	Replied no	-	data/vldb12new_GiannikisAK12_data.txt	-
VLDB'12	Michael T. Goodrich, Duy Nguyen, Olga Ohrimenko, Charalampos Papamanthou, Roberto Tamassia, Nikos Triandopoulos, Cristina Videira Lopes	Efficient Verification of Web-Content Searching Through Authenticated Web Crawlers	Practical	-	Email sent	Replied no	-	data/vldb12new_GoodrichNOPTTL12_data.txt	-
VLDB'12	Goetz Graefe, Felix Halim, Stratos Idreos, Harumi Kuno, Stefan Manegold	Concurrency Control for Adaptive Indexing	Practical	-	Not sent	-	-	data/vldb12new_GraefeHIKM12_data.txt	-
VLDB'12	Goetz Graefe, Harumi Kuno	Definition, Detection, and Recovery of Single-Page Failures,a Fourth Class of Database Failures	Theoretical	-	-	-	-	data/vldb12new_GraefeK12_data.txt	-
VLDB'12	Ziyu Guan, Xifeng Yan, Lance M. Kaplan	Measuring Two-Event Structural Correlations on Graphs	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_GuanYK12_data.txt	data/vldb12new_GuanYK12_build.txt
VLDB'12	Francesco Gullo, Andrea Tagarelli	Uncertain Centroid based Partitional Clustering of Uncertain Data	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_GulloT12_data.txt	data/vldb12new_GulloT12_build.txt
VLDB'12	Felix Halim, Stratos Idreos, Panagiotis Karras, Roland H C Yap	Stochastic Database Cracking: Towards Robust Adaptive Indexing in Main-Memory Column-Stores	Practical	-	Email sent	Replied yes	Build fails	data/vldb12new_HalimIKY12_data.txt	data/vldb12new_HalimIKY12_build.txt
VLDB'12	Alexander Hall, Olaf Bachmann, Robert Bussow, Silviu Ganceanu, Marc Nunkesser	Processing a Trillion Cells per Mouse Click	Practical	-	Email sent	Replied no	-	data/vldb12new_HallBBGN12_data.txt	-
VLDB'12	Fabian Hueske, Mathias Peters, Matthias J. Sax, Astrid Rheinlander, Rico Bergmann, Aljoscha Krettek, Kostas Tzoumas	Opening the Black Boxes in Data Flow Optimization	Practical	-	Email sent	Replied no	-	data/vldb12new_HueskePSRBKT12_data.txt	-
VLDB'12	Robert Isele, Christian Bizer	Learning Expressive Linkage Rules using Genetic Programming	Practical	Link from paper	Not sent	-	Builds	data/vldb12new_IseleB12_data.txt	data/vldb12new_IseleB12_build.txt
VLDB'12	Gabriela Jacques-Silva, Bugra Gedik, Rohit Wagle, Kun-Lung Wu, Vibhore Kumar	Building User-defined Runtime Adaptation Routines for Stream Processing Applications	Practical	-	Email sent	Replied no	-	data/vldb12new_Jacques-SilvaGWWK12_data.txt	-
VLDB'12	Jeffrey Jestes, Jeff M. Phillips, Mingwang Tang, Feifei Li	Ranking Large Temporal Data	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_JestesPLT12_data.txt	data/vldb12new_JestesPLT12_build.txt
VLDB'12	Abhay Jha, Dan Suciu	Probabilistic Databases with MarkoViews	Practical	-	Email sent	Replied no	-	data/vldb12new_JhaS12_data.txt	-
VLDB'12	Junchen Jiang, Hongji Bao, Edward Y. Chang, Yuqian Li	MOIST: A Scalable and Parallel Moving Object Indexer with School Tracking	Practical	-	Email sent	Replied no	-	data/vldb12new_JiangBCL12_data.txt	-
VLDB'12	Bhargav Kanagal, Amr Ahmed, Sandeep Pandey, Vanja Josifovski, Jeff Yuan, Lluis Garcia-Pueyo	Supercharging Recommender Systems using Taxonomies for Learning User Purchase Behavior	Practical	-	Email sent	No response	-	data/vldb12new_KanagalAPJYP12_data.txt	-
VLDB'12	Woon-Hak Kang, Sang-Won Lee, Bongki Moon	Flash-based Extended Cache for Higher Throughput and Faster Recovery	Practical	-	Email sent	No response	-	data/vldb12new_KangLM12_data.txt	-
VLDB'12	Nodira Khoussainova, Magdalena Balazinska, Dan Suciu	PerfXplain: Debugging MapReduce Job Performance	Practical	-	Not sent	-	-	data/vldb12new_KhoussainovaBS12_data.txt	-
VLDB'12	Arnd Christian Konig, Bolin Ding, Surajit Chaudhuri, Vivek Narasayya	A Statistical Approach Towards Robust Progress Estimation	Practical	-	Email sent	Replied no	-	data/vldb12new_KonigDCN11_data.txt	-
VLDB'12	Arun Kumar, Christopher Re	Probabilistic Management of OCR Data using an RDBMS	Practical	Link from google	Not sent	-	Build fails	data/vldb12new_KumarR11_data.txt	data/vldb12new_KumarR11_build.txt
VLDB'12	Willis Lang, Stavros Harizopoulos, Jignesh M. Patel, Mehul A. Shah, Dimitris Tsirogiannis	Towards Energy-Efficient Database Cluster Design	Practical	-	Not sent	-	-	data/vldb12new_LangHPST12_data.txt	-
VLDB'12	Theodoros Lappas, Marcos R. Vieira, Dimitrios Gunopulos, Vassilis J. Tsotras	On The Spatiotemporal Burstiness of Terms	Practical	Link from google	Not sent	-	Builds	data/vldb12new_LappasVGT12_data.txt	data/vldb12new_LappasVGT12_build.txt
VLDB'12	Nikolay Laptev, Kai Zeng, Carlo Zaniolo	Early Accurate Results for Advanced Analytics on MapReduce	Practical	-	Not sent	-	-	data/vldb12new_LaptevZZ12_data.txt	-
VLDB'12	Per-Ake Larson, Spyros Blanas, Cristian Diaconu, Craig Freedman, Jignesh M. Patel, Mike Zwilling	High-Performance Concurrency Control Mechanisms for Main-Memory Databases	Practical	-	Not sent	-	-	data/vldb12new_LarsonBDFPZ11_data.txt	-
VLDB'12	Jiexing Li, Arnd Christian Konig, Vivek Narasayya, Surajit Chaudhuri	Robust Estimation of Resource Consumption for SQL Queries using Statistical Techniques	Practical	-	Not sent	-	-	data/vldb12new_LiKNC12_data.txt	-
VLDB'12	Chao Li, Gerome Miklau	An Adaptive Mechanism for Accurate Query Answering under Differential Privacy	Practical	Link from paper	Not sent	-	Builds	data/vldb12new_LiM12_data.txt	data/vldb12new_LiM12_build.txt
VLDB'12	Harold Lim, Herodotos Herodotou, Shivnath Babu	Stubby: A Transformation-based Optimizer for MapReduce Workflows	Practical	-	Email sent	Replied no	-	data/vldb12new_LimHB12_data.txt	-
VLDB'12	Ninghui Li, Wahbeh Qardaji, Dong Su, Jianneng Cao	PrivBasis: Frequent Itemset Mining with Differential Privacy	Practical	-	Not sent	-	-	data/vldb12new_LiQSC12_data.txt	-
VLDB'12	Xuan Liu, Meiyu Lu, Beng Chin Ooi, Yanyan Shen, Sai Wu, Meihui Zhang	CDAS: A Crowdsourcing Data Analytics System	Practical	-	Not sent	-	-	data/vldb12new_LiuLOSWZ12_data.txt	-
VLDB'12	Changbin Liu, Lu Ren, Boon Thau Loo, Yun Mao, Prithwish Basu	Cologne: A Declarative Distributed Constraint Optimization Platform	Practical	Link from google	Not sent	-	Build fails	data/vldb12new_LiuRLMB12_data.txt	data/vldb12new_LiuRLMB12_build.txt
VLDB'12	Yucheng Low, Joseph Gonzalez, Aapo Kyrola, Danny Bickson, Joseph M. Hellerstein	Distributed GraphLab: A Framework for Machine Learning in the Cloud	Practical	Link from paper	Not sent	-	Build fails	data/vldb12new_LowGKBGH12_data.txt	data/vldb12new_LowGKBGH12_build.txt
VLDB'12	Tian Luo, Rubao Lee, Michael Mesnier, Feng Chen, Xiaodong Zhang	hStorage-DB: Heterogeneity-aware Data Management to Exploit the Full Capability of Hybrid Storage Systems	Practical	-	Not sent	-	-	data/vldb12new_LuoLMCZ12_data.txt	-
VLDB'12	Wei Lu, Yanyan Shen, Beng Chin Ooi, Su Chen	Efficient Processing of k Nearest Neighbor Joins using MapReduce	Practical	-	Email sent	Replied yes	Builds	data/vldb12new_LuSCO12_data.txt	data/vldb12new_LuSCO12_build.txt
VLDB'12	Shuai Ma, Yang Cao, Jinpeng Huai, Wenfei Fan, Tianyu Wo	Capturing Topology in Graph Pattern Matching	Practical	-	Not sent	-	-	data/vldb12new_MaCFHW11_data.txt	-
VLDB'12	Konstantinos Mamouras, Sigal Oren, Lior Seeman, Lucja Kot, Johannes Gehrke	The Complexity of Social Coordination	Practical	-	Not sent	-	-	data/vldb12new_MamourasOSKG12_data.txt	-
VLDB'12	Ahmed Metwally, Christos Faloutsos	V-SMART-Join: A Scalable MapReduce Framework for All-Pair Similarity Joins of Multisets and Vectors	Practical	-	Email sent	Replied no	-	data/vldb12new_MetwallyF12_data.txt	-
VLDB'12	Kyriakos Mouratidis, Man Lung Yiu	Shortest Path Computation with No Information Leakage	Practical	-	Email sent	Replied yes	Build fails	data/vldb12new_MouratidisY12_data.txt	data/vldb12new_MouratidisY12_build.txt
VLDB'12	Thi Nguyen, Zhen He, Rui Zhang, Phillip Ward	Boosting Moving Object Indexing through Velocity Partitioning	Practical	-	Not sent	-	-	data/vldb12new_NguyenHZW12_data.txt	-
VLDB'12	Odysseas Papapetrou, Minos Garofalakis, Antonios Deligiannakis	Sketch-based Querying of Distributed Sliding-Window Data Streams	Practical	-	Not sent	-	-	data/vldb12new_PapapetrouGD12_data.txt	-
VLDB'12	Stacy Patterson, Aaron J. Elmore, Faisal Nawab, Divyakant Agrawal, Amr El Abbadi	Serializability, not Serial: Concurrency Control and Availability in Multi-Datacenter Datastores	Practical	-	Email sent	Replied no	-	data/vldb12new_PattersonENAA12_data.txt	-
VLDB'12	Mateusz Pawlik, Nikolaus Augsten	RTED: A Robust Algorithm for the Tree Edit Distance	Practical	Link from google	Not sent	-	Builds	data/vldb12new_PawlikA11_data.txt	data/vldb12new_PawlikA11_build.txt
